id,name,rating,review_count,price,categories,address,city,state,zip_code,latitude,longitude,url,hours,fetched_city,fetched_category
oD0bUKpkVGfeuzsTAE5zvA,El INDIO de Michoacan,4.8,6,,"Food Trucks, Mexican",2326 Loop 250 N,Midland,TX,79703,32.03827597373182,-102.1160249,https://www.yelp.com/biz/el-indio-de-michoacan-midland-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: Closed | Saturday: 11:00-22:00 | Sunday: 13:00-22:00,"Odessa, TX",mexican
SSitljvA2cMFhuSSvtZeCg,Manuel's Odessa Tortilla & Tamale Factory,4.8,11,$$,Mexican,1915 E 2nd St,Odessa,TX,79761,31.85619,-102.34615,https://www.yelp.com/biz/manuels-odessa-tortilla-and-tamale-factory-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 07:00-16:30 | Tuesday: 07:00-16:30 | Wednesday: 07:00-16:30 | Thursday: 07:00-16:30 | Friday: 07:00-16:30 | Saturday: Closed | Sunday: Closed,"Odessa, TX",mexican
j93I0Jqe1sMFE_QPnkwtUw,Wall Street Cocina - Odessa,4.8,5,,Mexican,4101 E 42nd St,Odessa,TX,79762,31.89614535949764,-102.33844697794991,https://www.yelp.com/biz/wall-street-cocina-odessa-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-20:00 | Tuesday: 11:00-20:00 | Wednesday: 11:00-20:00 | Thursday: 11:00-20:00 | Friday: 11:00-21:00 | Saturday: 11:00-21:00 | Sunday: 12:00-18:00,"Odessa, TX",mexican
xu4CV8ENp2pHf5fChCH0FA,Vaqueros Over the Fire,4.6,8,,"Tacos, Breakfast & Brunch, Food Trucks",2000 N County Rd,W Odessa,TX,79763,31.85667823737403,-102.3939566018526,https://www.yelp.com/biz/vaqueros-over-the-fire-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: 11:00-20:00 | Wednesday: 11:00-20:00 | Thursday: 11:00-20:00 | Friday: 11:00-14:00 | Saturday: 09:00-14:00 | Sunday: 09:00-14:00,"Odessa, TX",mexican
1FRVQ9DnLWt8VGkEZ4hqiQ,Limon Con Chile,4.6,45,,"Mexican, Breakfast & Brunch, Soup",1001 W 10th St,Odessa,TX,79763,31.84769,-102.38226,https://www.yelp.com/biz/limon-con-chile-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 08:00-15:00 | Tuesday: 08:00-15:00 | Wednesday: 08:00-15:00 | Thursday: 08:00-15:00 | Friday: 08:00-15:00 | Saturday: 08:00-15:00 | Sunday: 08:00-15:00,"Odessa, TX",mexican
ZK6SssHajk8-Bspo69-5Uw,Taqueria Guadalupana,4.5,74,$,Mexican,1255 S Grant Ave,Odessa,TX,79761,31.83383,-102.35875,https://www.yelp.com/biz/taqueria-guadalupana-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: 08:30-15:00 | Wednesday: 08:30-15:00 | Thursday: 08:30-15:00 | Friday: 08:30-15:00 | Saturday: 08:30-15:00 | Sunday: 08:30-15:00,"Odessa, TX",mexican
WzxqvzRZ5pwXkaw-XwK-QQ,Pollos Asados Rio Grande,4.5,50,$$,Mexican,1200 S Grant Ave,Odessa,TX,79761,31.83523,-102.36066,https://www.yelp.com/biz/pollos-asados-rio-grande-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 10:00-21:00 | Tuesday: 10:00-21:00 | Wednesday: 10:00-21:00 | Thursday: 10:00-21:00 | Friday: 10:00-21:00 | Saturday: 10:00-21:00 | Sunday: Closed,"Odessa, TX",mexican
4RsiLmTg0ySLdD4X8OUKIQ,La Cabana Mexican Drive Thru,4.3,12,,Mexican,6005 W 16th St,Odessa,TX,79763,31.83896809971588,-102.44375047237511,https://www.yelp.com/biz/la-cabana-mexican-drive-thru-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 05:00-20:00 | Tuesday: 05:00-20:00 | Wednesday: 05:00-20:00 | Thursday: 05:00-20:00 | Friday: 05:00-20:00 | Saturday: 05:00-15:00 | Sunday: Closed,"Odessa, TX",mexican
d1WynVgvJyaC3Of_jFlXrA,La Nortena Tamale Factory,4.3,12,,"Mexican, Specialty Food",2901 E Interstate 20,Odessa,TX,79766,31.8543550012311,-102.31897219833776,https://www.yelp.com/biz/la-nortena-tamale-factory-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: 05:00-14:00 | Wednesday: 05:00-14:00 | Thursday: 05:00-14:00 | Friday: 05:00-14:00 | Saturday: 07:00-14:00 | Sunday: 07:00-14:00,"Odessa, TX",mexican
BboSIJybE4PfrjyN0pMjaA,Elva's Taco Casa,4.3,25,$,Mexican,807 Royalty Ave,Odessa,TX,79761,31.860422,-102.351119,https://www.yelp.com/biz/elvas-taco-casa-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 09:30-16:00 | Tuesday: 09:30-16:00 | Wednesday: 09:30-16:00 | Thursday: 09:30-16:00 | Friday: 09:30-16:00 | Saturday: Closed | Sunday: Closed,"Odessa, TX",mexican
0EgeKDwNff1hg0pqVpnslQ,Garely’s Mexican Restaurant,5.0,2,,Mexican,1301 N County Rd W,Odessa,TX,79763,31.84736039606615,-102.39176486329362,https://www.yelp.com/biz/garely-s-mexican-restaurant-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 06:00-21:00 | Tuesday: 06:00-21:00 | Wednesday: 06:00-21:00 | Thursday: 06:00-21:00 | Friday: 06:00-22:00 | Saturday: 06:00-22:00 | Sunday: 08:00-21:00,"Odessa, TX",mexican
oZ_ppJnaEVlKCGdexGy9pg,Taqueria Los 3 Potrillos de Jalisco,5.0,2,,"Food Trucks, Tacos, Burgers",207 West 42nd St,Odessa,TX,79764,31.881379473666204,-102.3878559,https://www.yelp.com/biz/taqueria-los-3-potrillos-de-jalisco-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-23:00 | Tuesday: 11:00-23:00 | Wednesday: 11:00-23:00 | Thursday: 11:00-23:00 | Friday: 11:00-23:00 | Saturday: Closed | Sunday: 12:00-23:00,"Odessa, TX",mexican
9rMZu45SkTUWERoD0rzphw,La Morena Restaurant,5.0,2,,Mexican,7018 N County Rd W,Odessa,TX,79764,31.908162,-102.410325,https://www.yelp.com/biz/la-morena-restaurant-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 05:00-14:00 | Tuesday: 05:00-14:00 | Wednesday: 05:00-14:00 | Thursday: 05:00-14:00 | Friday: 05:00-14:00 | Saturday: 05:00-14:00 | Sunday: Closed,"Odessa, TX",mexican
Gy7QlcHkdWrxS8ca_BSrsw,Taco 16th Street,5.0,2,,Mexican,3747 Andrews Hwy,Odessa,TX,79762,31.87896,-102.3843,https://www.yelp.com/biz/taco-16th-street-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-22:00 | Tuesday: 11:00-22:00 | Wednesday: 11:00-22:00 | Thursday: 11:00-22:00 | Friday: 11:00-22:00 | Saturday: 11:00-22:00 | Sunday: 11:00-22:00,"Odessa, TX",mexican
49g4ajC1ZAwNjHCMewriHg,Texas Burrito Barn,5.0,2,,"Breakfast & Brunch, Mexican",3820 Andrews Hwy,Odessa,TX,79762,31.88084676555996,-102.38401045767236,https://www.yelp.com/biz/texas-burrito-barn-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 06:30-14:00 | Tuesday: 06:30-14:00 | Wednesday: 06:30-14:00 | Thursday: 06:30-14:00 | Friday: 06:30-14:00 | Saturday: 06:30-14:00 | Sunday: Closed,"Odessa, TX",mexican
0cMzQ05sre_6CSGP7uL62A,Jaliscos Cafe on West County Road,4.2,14,$$,Mexican,901 W County Rd N,Odessa,TX,79763,31.8429489135742,-102.390228271484,https://www.yelp.com/biz/jaliscos-cafe-on-west-county-road-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 08:00-21:00 | Tuesday: 08:00-21:00 | Wednesday: 08:00-21:00 | Thursday: 08:00-21:00 | Friday: 08:00-21:00 | Saturday: 08:30-21:00 | Sunday: 08:00-16:00,"Odessa, TX",mexican
0qAxUvLhohdK7dWDqyx4xA,Gerardo's Restaurant,4.2,12,,Mexican,1001 Golder Ave,Odessa,TX,79761,31.84968,-102.37949,https://www.yelp.com/biz/gerardos-restaurant-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 07:30-15:00 | Tuesday: 07:30-15:00 | Wednesday: 07:30-15:00 | Thursday: 07:30-15:00 | Friday: 07:30-15:00 | Saturday: 07:30-15:00 | Sunday: 07:30-15:00,"Odessa, TX",mexican
AWOB9Cpyh5xL8HUtmBNldA,Veva's Cocina,4.1,26,,Mexican,4020 Faudree Rd,Odessa,TX,79765,31.91531801021529,-102.28703640858056,https://www.yelp.com/biz/vevas-cocina-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 06:00-14:00 | Tuesday: 06:00-14:00 | Wednesday: 06:00-14:00 | Thursday: 06:00-14:00 | Friday: 06:00-14:00 | Saturday: 06:00-14:00 | Sunday: Closed,"Odessa, TX",mexican
5lpyf_YIhIUGnHr5G7VKrA,Cafe San Blas,4.1,48,,"Mexican, Breakfast & Brunch, Burgers",216 E 8th St,Odessa,TX,79761,31.851460339789472,-102.36919627576916,https://www.yelp.com/biz/cafe-san-blas-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 08:00-15:00 | Tuesday: 08:00-15:00 | Wednesday: 08:00-15:00 | Thursday: 08:00-15:00 | Friday: 08:00-15:00 | Saturday: 08:00-19:00 | Sunday: 09:00-19:00,"Odessa, TX",mexican
7vCOj2WcGdGQBNu_9oUv-w,Mamasita's Mexican Grill,4.1,137,$$,Mexican,4214 Maple Ave,Odessa,TX,79762,31.885632426207614,-102.33898997668672,https://www.yelp.com/biz/mamasitas-mexican-grill-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-21:00 | Tuesday: 11:00-21:00 | Wednesday: 11:00-21:00 | Thursday: 11:00-21:00 | Friday: 11:00-22:00 | Saturday: 11:00-20:00 | Sunday: Closed,"Odessa, TX",mexican
nm7yyugBBjKGPphvyz7xcQ,Los Pinos Drive Thru,5.0,1,,Mexican,1000 Golder Ave,Odessa,TX,79761,31.84998,-102.3790099,https://www.yelp.com/biz/los-pinos-drive-thru-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:30-22:00 | Tuesday: 11:30-22:00 | Wednesday: 11:30-22:00 | Thursday: 11:30-22:00 | Friday: 11:30-00:00 | Saturday: Closed | Sunday: 11:30-22:00,"Odessa, TX",mexican
ffIidD7efdY6pkcOtawm8A,Refreskeria Don Clamato,5.0,1,,"Food Trucks, Mexican",1003 S Crane,Odessa,TX,79763,31.83498,-102.3695068,https://www.yelp.com/biz/refreskeria-don-clamato-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: Closed | Wednesday: 11:00-19:00 | Thursday: 11:00-19:00 | Friday: 11:00-20:00 | Saturday: 11:00-20:00 | Sunday: 11:00-20:00,"Odessa, TX",mexican
T_eDuiFrQ8Rv3iqUP7YP6Q,Los Alamos Restaruant,5.0,1,,Mexican,1307 North Grant Ave,Odessa,TX,79761,31.855806,-102.37532,https://www.yelp.com/biz/los-alamos-restaruant-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 09:00-15:00 | Tuesday: 09:00-15:00 | Wednesday: 09:00-15:00 | Thursday: 09:00-15:00 | Friday: 09:00-15:00 | Saturday: 09:00-15:00 | Sunday: 09:00-15:00,"Odessa, TX",mexican
CUrE3SE_yWDB_3qE41X_-w,Taqueria Guadalajara,4.0,37,$,Mexican,1301 S Crane Ave,Odessa,TX,79763,31.8323756,-102.3688338,https://www.yelp.com/biz/taqueria-guadalajara-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 08:00-22:00 | Tuesday: Closed | Wednesday: 08:00-22:00 | Thursday: 08:00-22:00 | Friday: 08:00-23:00 | Saturday: 08:00-23:00 | Sunday: 08:00-22:00,"Odessa, TX",mexican
KuxGHg-cEwUqnifsY060EA,El Juniors Taqueria,5.0,1,,"Food Trucks, Mexican",915 S County Rd W,Odessa,TX,79763,31.8248748,-102.383754,https://www.yelp.com/biz/el-juniors-taqueria-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 04:30-13:30 | Tuesday: 04:30-13:30 | Wednesday: 04:30-13:30 | Thursday: 04:30-13:30 | Friday: 04:30-13:30 | Saturday: Closed | Sunday: Closed,"Odessa, TX",mexican
NiFLGeR-fA7IA7Pn2Q5hhA,El Buen Pollo,4.3,4,,"Chicken Shop, Mexican",2402 W University Blvd,Odessa,TX,79764,31.86273,-102.40908,https://www.yelp.com/biz/el-buen-pollo-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: 08:00-20:00 | Wednesday: 08:00-20:00 | Thursday: 08:00-20:00 | Friday: 08:00-20:00 | Saturday: 08:00-20:00 | Sunday: 10:00-17:00,"Odessa, TX",mexican
8qLowK2BW_Rv1ph1i2ZJeg,Mr Menudo,5.0,1,,Mexican,521 S Crane Ave,Odessa,TX,79761,31.839187,-102.370754,https://www.yelp.com/biz/mr-menudo-odessa-3?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 08:00-14:00 | Tuesday: 08:00-14:00 | Wednesday: 08:00-14:00 | Thursday: 08:00-14:00 | Friday: 08:00-14:00 | Saturday: 07:30-14:00 | Sunday: 07:30-14:00,"Odessa, TX",mexican
Zy5tt_qYIKrEZr5F95ZvLQ,Mi Cabanita,4.3,4,,"Breakfast & Brunch, Mexican",5901 N Golder Ave,Odessa,TX,79764,31.897666,-102.39881,https://www.yelp.com/biz/mi-cabanita-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 06:00-14:00 | Tuesday: 06:00-14:00 | Wednesday: 06:00-14:00 | Thursday: 06:00-14:00 | Friday: 06:00-14:00 | Saturday: 06:00-14:00 | Sunday: Closed,"Odessa, TX",mexican
0quWtO4jdXcc0ktuDQiI7Q,Dumplins Y Amigos,4.0,54,$,"Mexican, Breakfast & Brunch",401 W 42nd St,Odessa,TX,79764,31.8813921511173,-102.389142885804,https://www.yelp.com/biz/dumplins-y-amigos-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 06:00-14:00 | Tuesday: 06:00-14:00 | Wednesday: 06:00-14:00 | Thursday: 06:00-14:00 | Friday: 06:00-14:00 | Saturday: 06:00-14:00 | Sunday: 07:00-14:00,"Odessa, TX",mexican
xdlS1fBZnNHeDwTmw9gclA,La Burreria,3.9,59,$,Mexican,3600 Billy Hext Rd,Odessa,TX,79765,31.899146535867317,-102.30011149048018,https://www.yelp.com/biz/la-burreria-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 06:00-14:00 | Tuesday: 06:00-14:00 | Wednesday: 06:00-14:00 | Thursday: 06:00-14:00 | Friday: 06:00-14:00 | Saturday: Closed | Sunday: 07:00-12:00,"Odessa, TX",mexican
1Wsg3_W_ep3S23CqmPk_ig,Garibaldy's Tacos,3.9,39,$,Mexican,4206 Andrews Hwy,Odessa,TX,79762,31.8831000477076,-102.385075315833,https://www.yelp.com/biz/garibaldys-tacos-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 06:00-20:00 | Tuesday: 06:00-20:00 | Wednesday: 06:00-20:00 | Thursday: 06:00-20:00 | Friday: 06:00-20:00 | Saturday: 06:00-16:00 | Sunday: Closed,"Odessa, TX",mexican
zPvGi7HW2iNsTRrdOH3-Rw,El Rancho Supermercado,3.9,9,$$,"International Grocery, Meat Shops, Mexican",1315 E 8th St,Odessa,TX,79761,31.85958,-102.356425,https://www.yelp.com/biz/el-rancho-supermercado-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 07:00-22:00 | Tuesday: 07:00-22:00 | Wednesday: 07:00-22:00 | Thursday: 07:00-22:00 | Friday: 07:00-22:00 | Saturday: 07:00-22:00 | Sunday: 07:00-22:00,"Odessa, TX",mexican
gMR72Cp-EyMf86fhTAm_NA,El Sinaloense Mariscos & Bar,3.9,35,,"Seafood, Mexican, Bars",512 N Grant Ave,Odessa,TX,79761,31.849325,-102.369543,https://www.yelp.com/biz/el-sinaloense-mariscos-and-bar-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-23:00 | Tuesday: 11:00-23:00 | Wednesday: 11:00-23:00 | Thursday: 11:00-23:00 | Friday: 11:00-23:00 | Saturday: 11:00-23:00 | Sunday: 11:00-23:00,"Odessa, TX",mexican
vjrpSyTJHkoPVoUl2l8-dA,El Taco Loco Birrieria,3.9,20,,"Tacos, Food Trucks",2745 FM 1936,Odessa,TX,79764,31.8548928,-102.4480219,https://www.yelp.com/biz/el-taco-loco-birrieria-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 06:00-00:00 | Tuesday: 06:00-00:00 | Wednesday: 06:00-00:00 | Thursday: 06:00-00:00 | Friday: 06:00-01:00 | Saturday: 06:00-01:00 | Sunday: 06:00-00:00,"Odessa, TX",mexican
kJqzj8huKdS38AP3krsrVg,My Maria Mexican & American Cuisine,3.8,14,,"Mexican, Breakfast & Brunch, Coffee & Tea",1307 N Grant,Odessa,TX,79763,31.85578143768553,-102.37516028459652,https://www.yelp.com/biz/my-maria-mexican-and-american-cuisine-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 06:30-14:00 | Tuesday: 06:30-14:00 | Wednesday: 06:30-14:00 | Thursday: 06:30-14:00 | Friday: 06:30-14:00 | Saturday: 09:00-14:00 | Sunday: 09:00-14:00,"Odessa, TX",mexican
ru0WjxZ0w65BAbJdITr9Ng,Campo Azul,3.7,17,,"Bars, Breakfast & Brunch, Mexican",2602 N Grandview St,Odessa,TX,79761,31.8747845328811,-102.34603676945,https://www.yelp.com/biz/campo-azul-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 10:00-22:00 | Tuesday: 10:00-22:00 | Wednesday: 10:00-22:00 | Thursday: 10:00-22:00 | Friday: 10:00-23:00 | Saturday: 09:00-22:00 | Sunday: 09:00-21:30,"Odessa, TX",mexican
dRu1ZOES8cH2rFdY0iQrFA,Touchdown Grill & Cantina,3.7,6,,"Mexican, American, Breakfast & Brunch",1806 E 7th St,Odessa,TX,79761,31.858714,-102.348034,https://www.yelp.com/biz/touchdown-grill-and-cantina-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 08:00-03:00 | Tuesday: 08:00-03:00 | Wednesday: 08:00-03:00 | Thursday: 08:00-03:00 | Friday: 08:00-03:00 | Saturday: 08:00-03:00 | Sunday: 08:00-03:00,"Odessa, TX",mexican
lC0MVTYmhQlObUlInmaFEA,Saucedo Tamale Factory,3.7,6,,Mexican,287 S Grandview Ave,Odessa,TX,79761,31.851946,-102.342506,https://www.yelp.com/biz/saucedo-tamale-factory-odessa-3?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Hours not available,"Odessa, TX",mexican
IJKJHTWqxuuRV_BosDDL-Q,Delicias Restaurant,3.6,43,$,Mexican,716 W 8th St,Odessa,TX,79763,31.8477129936218,-102.378133758903,https://www.yelp.com/biz/delicias-restaurant-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 08:00-20:00 | Tuesday: 08:00-20:00 | Wednesday: 08:00-20:00 | Thursday: 08:00-20:00 | Friday: 08:00-20:00 | Saturday: 08:30-15:00 | Sunday: Closed,"Odessa, TX",mexican
yfb1GyuOAcsQT5bsvDrHFw,Twisters Tacos,3.6,15,$,Mexican,3601 Andrews Hwy,Odessa,TX,79762,31.8764591217041,-102.383377075195,https://www.yelp.com/biz/twisters-tacos-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 10:00-18:00 | Tuesday: 10:00-18:00 | Wednesday: 10:00-18:00 | Thursday: 10:00-18:00 | Friday: 10:00-18:00 | Saturday: 10:00-18:00 | Sunday: Closed,"Odessa, TX",mexican
6Gi1rFw3j4fNLUIWXHCaGQ,Panchitos Burritos,3.6,5,,Mexican,1444 S Grant Ave,Odessa,TX,79761,31.8309288464247,-102.35770721805,https://www.yelp.com/biz/panchitos-burritos-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 05:00-13:30 | Tuesday: 05:00-13:30 | Wednesday: 05:00-13:30 | Thursday: 05:00-13:30 | Friday: 05:00-13:30 | Saturday: 05:00-13:30 | Sunday: Closed,"Odessa, TX",mexican
S7nev7euQ7bn5LWwbelOWg,Jorge's Cafe,3.6,42,$$,Mexican,3952 E 42nd St,Odessa,TX,79762,31.8901976332468,-102.3464043112201,https://www.yelp.com/biz/jorges-cafe-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: 11:00-15:00 | Wednesday: 11:00-15:00 | Thursday: 11:00-20:00 | Friday: 11:00-20:00 | Saturday: 10:00-20:00 | Sunday: 10:00-15:00,"Odessa, TX",mexican
NhxL3GWXRSL9qDkV4DUJ2w,Taqueria Reynosa,3.5,43,$$,Mexican,2701 N Grandview Ave,Odessa,TX,78762,31.875784,-102.347779,https://www.yelp.com/biz/taqueria-reynosa-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-21:00 | Tuesday: 11:00-22:00 | Wednesday: 11:00-22:00 | Thursday: 11:00-22:00 | Friday: 11:00-22:00 | Saturday: 11:00-22:00 | Sunday: 12:00-21:00,"Odessa, TX",mexican
Wl4RyU-yRo6UgHOE4sncyQ,Maria's Mexican Kitchen Odessa,3.5,15,,Mexican,7254 E Hwy 191,Odessa,TX,79765,31.90994614700551,-102.29831426464423,https://www.yelp.com/biz/marias-mexican-kitchen-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-22:00 | Tuesday: 11:00-22:00 | Wednesday: 11:00-22:00 | Thursday: 11:00-22:00 | Friday: 11:00-23:00 | Saturday: 10:00-23:00 | Sunday: 10:00-21:00,"Odessa, TX",mexican
