id,name,rating,review_count,price,categories,address,city,state,zip_code,latitude,longitude,url,hours,fetched_city,fetched_category,bayes_score,popularity,rank_score
3fxpHgq9Fzio5MITb1Z27Q,B's Family Dining,4.6,235,$,"American, Diners",101 N Main St,Fort Stockton,TX,79735.0,30.8853906590578,-102.879280301732,https://www.yelp.com/biz/bs-family-dining-fort-stockton?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-18:00 | Tuesday: 11:00-18:00 | Wednesday: 11:00-18:00 | Thursday: 11:00-18:00 | Friday: 11:00-18:00 | Saturday: Closed | Sunday: Closed,"Odessa, TX",diners,4.489727310574521,5.4638318050256105,8.169394541885895
ZUWHDf2naq6pb3gvsd8eLQ,Taco di Vino,4.5,280,$$,Tacos,111 W Oak Ave,Midland,TX,79705.0,32.02268,-102.08072,https://www.yelp.com/biz/taco-di-vino-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-21:00 | Tuesday: 11:00-21:00 | Wednesday: 11:00-21:00 | Thursday: 11:00-21:00 | Friday: 11:00-21:00 | Saturday: 11:00-22:00 | Sunday: Closed,"Midland, TX",mexican,4.411100249223486,5.638354669333745,8.141802402289757
8g9Nma29GHKShkdCxS42vA,Cork & Pig Tavern,4.1,600,$$,"New American, Wine Bars, Cocktail Bars",7260 E Hwy 191,Odessa,TX,79765.0,31.9103459908978,-102.29795153311576,https://www.yelp.com/biz/cork-and-pig-tavern-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-22:00 | Tuesday: 11:00-22:00 | Wednesday: 11:00-22:00 | Thursday: 11:00-22:00 | Friday: 11:00-23:00 | Saturday: 10:00-23:00 | Sunday: 10:00-21:00,"Odessa, TX",indian,4.065990820591323,6.398594934535208,7.9684850608666675
get6Uh_bY6oOMDQGxxiLSQ,Noodle House,4.2,362,$$,"Noodles, Dim Sum, Soup",3200 Andrews Hwy,Midland,TX,79701.0,32.00318,-102.11893,https://www.yelp.com/biz/noodle-house-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-21:00 | Tuesday: 11:00-21:00 | Wednesday: 11:00-21:00 | Thursday: 11:00-21:00 | Friday: 11:00-21:00 | Saturday: 11:00-21:00 | Sunday: 11:00-20:00,"Odessa, TX",noodles,4.140939661393284,5.8944028342648505,7.802194632888728
XOGjSOY_Dtv6M2f9q_PNCg,Teak & Charlie's Jersey Girl Pizza,4.3,267,$$,"Pizza, Salad, Sandwiches",4007 John Ben Shepperd Pkwy,Odessa,TX,79762.0,31.890087,-102.334115,https://www.yelp.com/biz/teak-and-charlies-jersey-girl-pizza-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-21:00 | Tuesday: 11:00-21:00 | Wednesday: 11:00-21:00 | Thursday: 11:00-21:00 | Friday: 11:00-21:00 | Saturday: 11:00-21:00 | Sunday: Closed,"Odessa, TX",pizza,4.2162584750802905,5.5909869805108565,7.7522154111766595
0fIpjBuyqrz85AQY0ZIA6Q,Mi Casita,4.3,233,$,"Mexican, Burgers, Tex-Mex",405 E Dickinson Blvd,Fort Stockton,TX,79735.0,30.8931649,-102.8757203,https://www.yelp.com/biz/mi-casita-fort-stockton?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"Monday: Closed | Tuesday: 11:00-14:00, 17:00-20:00 | Wednesday: 11:00-14:00, 17:00-20:00 | Thursday: 11:00-14:00, 17:00-20:00 | Friday: 11:00-14:00 | Saturday: Closed | Sunday: Closed","Odessa, TX",tex-mex,4.204684443180818,5.455321115357702,7.645370017125871
64M3w9TkesDKu5fn_EMylA,Curb Side Bistro,4.4,186,$$,"New American, Comfort Food",3816 Andrews Hwy,Odessa,TX,79762.0,31.880709271808,-102.384301389025,https://www.yelp.com/biz/curb-side-bistro-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: 11:00-21:00 | Wednesday: 11:00-21:00 | Thursday: 11:00-21:00 | Friday: 11:00-22:00 | Saturday: 11:00-21:00 | Sunday: Closed,"Odessa, TX",indian,4.275640065439605,5.231108616854587,7.630590703773079
KgwygskE1jmpQtjQxEX-Kw,Red Oak Kitchen,4.2,246,$$,"New American, Bars",7260 E State Hwy 191,Odessa,TX,79765.0,31.9122898,-102.2958118,https://www.yelp.com/biz/red-oak-kitchen-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 07:30-22:00 | Tuesday: 07:30-22:00 | Wednesday: 07:30-22:00 | Thursday: 07:30-22:00 | Friday: 07:30-22:00 | Saturday: 07:30-22:00 | Sunday: 07:30-21:00,"Odessa, TX",indian,4.114487926727727,5.5093883366279774,7.5147346959342824
xKCWylAyf-yCVC5lL0eQsw,Sumo Sushi & Hibachi,4.7,91,,"Sushi Bars, Japanese",4706 N Midkiff Rd,Midland,TX,79705.0,32.03465152389663,-102.12905841165608,https://www.yelp.com/biz/sumo-sushi-and-hibachi-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-21:30 | Tuesday: 11:00-21:30 | Wednesday: 11:00-21:30 | Thursday: 11:00-21:30 | Friday: 11:00-22:00 | Saturday: 11:00-22:00 | Sunday: 12:00-21:00,"Odessa, TX",sushi,4.424542048293089,4.5217885770490405,7.425568602189818
UJqbhZE2wU77h3GT4h4Nng,Whitehouse Meat Market,4.4,139,$$,"Burgers, Meat Shops",7270 Hwy 191 Frontage,Odessa,TX,79765.0,31.91082007387394,-102.29742619523029,https://www.yelp.com/biz/whitehouse-meat-market-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: 07:00-18:00 | Wednesday: 07:00-18:00 | Thursday: 07:00-18:00 | Friday: 07:00-18:00 | Saturday: 07:00-18:00 | Sunday: Closed,"Odessa, TX",burgers,4.237186664621587,4.941642422609304,7.377985870782855
OEfoxHK5O6brJo8eRqb_1Q,Ed & Tom's Bar B Que,4.8,76,,Barbeque,317 E Murphy St,Odessa,TX,79761.0,31.84313,-102.36183,https://www.yelp.com/biz/ed-and-toms-bar-b-que-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: 11:00-16:00 | Wednesday: 11:00-16:00 | Thursday: 11:00-16:00 | Friday: 11:00-16:00 | Saturday: 11:00-15:00 | Sunday: Closed,"Odessa, TX",bbq,4.463509809241362,4.343805421853684,7.3718025257233215
JVSWFwDDV9TzbNFLOt2Jig,Thai House,4.2,191,$$,"Thai, Chinese",9 Meta Dr,Midland,TX,79701.0,31.993825765451916,-102.10090712397675,https://www.yelp.com/biz/thai-house-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"Monday: 11:00-14:45, 17:00-20:45 | Tuesday: 11:00-14:45, 17:00-20:45 | Wednesday: 11:00-14:45, 17:00-20:45 | Thursday: 11:00-14:45, 17:00-20:45 | Friday: 11:00-14:45, 17:00-20:45 | Saturday: Closed | Sunday: Closed","Odessa, TX",thai,4.091433201090594,5.2574953720277815,7.318036869044787
dBEvfqEuCD3at4NyqZLRxg,Taste of India-Permian Basin,4.4,127,$$,Indian,3001 E Business 20,Odessa,TX,79761.0,31.8698516636137,-102.320614415305,https://www.yelp.com/biz/taste-of-india-permian-basin-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: 11:00-22:00 | Wednesday: 11:00-22:00 | Thursday: 11:00-22:00 | Friday: 11:00-22:00 | Saturday: 11:00-22:00 | Sunday: 11:00-21:30,"Odessa, TX",indian,4.2232312358748665,4.852030263919617,7.2969181010741915
_kMYI0s2QwBaR5dK3_hJTw,Volcano,4.1,224,$$,"Chinese, Asian Fusion, Japanese",3952 E 42nd St,Odessa,TX,79762.0,31.889699,-102.346956,https://www.yelp.com/biz/volcano-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-21:30 | Tuesday: 11:00-21:30 | Wednesday: 11:00-21:30 | Thursday: 11:00-21:30 | Friday: 11:00-22:00 | Saturday: 11:00-22:00 | Sunday: 11:00-21:00,"Odessa, TX",chinese,4.012035329208781,5.41610040220442,7.271473253236684
l8pc42y-bz98wAnqO88svA,Hopdoddy Burger Bar,3.8,432,$$,"American, Burgers",4400 N Midland Dr,Midland,TX,79707.0,32.02775698619721,-102.14412110491524,https://www.yelp.com/biz/hopdoddy-burger-bar-midland-3?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-22:00 | Tuesday: 11:00-22:00 | Wednesday: 11:00-22:00 | Thursday: 11:00-22:00 | Friday: 11:00-23:00 | Saturday: 11:00-23:00 | Sunday: 11:00-22:00,"Midland, TX",burgers,3.7619154449943397,6.07073772800249,7.187555748216702
U9qVi35sswR6dSi_cx72rA,Cowboy Prime,4.3,132,,"Steakhouses, Cocktail Bars, Sushi Bars",200 Spring Park Dr,Midland,TX,79705.0,32.03249516587795,-102.08176396796628,https://www.yelp.com/biz/cowboy-prime-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-22:00 | Tuesday: 11:00-22:00 | Wednesday: 11:00-22:00 | Thursday: 11:00-22:00 | Friday: 11:00-23:00 | Saturday: 11:00-23:00 | Sunday: 10:00-21:00,"Odessa, TX",sushi,4.138292227741251,4.890349128221754,7.173946295980444
NygX4lnW2Mtzw4KQiCSiVA,Don Tomas Cafe,4.4,106,$,"Mexican, Breakfast & Brunch",3415 N Loop 250 W,Midland,TX,79707.0,32.01510355700746,-102.15947510000004,https://www.yelp.com/biz/don-tomas-cafe-midland-8?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: 07:00-14:00 | Wednesday: 07:00-14:00 | Thursday: 07:00-14:00 | Friday: 06:00-14:00 | Saturday: 07:00-14:00 | Sunday: Closed,"Midland, TX",mexican,4.1920367480880785,4.672828834461906,7.1303372768265625
yrfgEVTAXRJAdboOPyNPnw,Pachuco’s,4.6,74,,"Barbeque, Tacos, Korean",316 N Big Spring St,Midland,TX,79701.0,32.0002928,-102.07787685991302,https://www.yelp.com/biz/pachuco-s-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-20:00 | Tuesday: 11:00-20:00 | Wednesday: 11:00-20:00 | Thursday: 11:00-20:00 | Friday: 11:00-21:00 | Saturday: 11:00-21:00 | Sunday: 11:00-15:00,"Odessa, TX",korean,4.28565946002852,4.31748811353631,7.061152026629156
RFStBXodw_NRrmQcQX3nHA,Kungfu China Express,4.5,83,,Chinese,3408 N Midkiff Rd,Midland,TX,79705.0,32.02334774677836,-102.12524954737836,https://www.yelp.com/biz/kungfu-china-express-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-21:30 | Tuesday: 11:00-21:30 | Wednesday: 11:00-21:30 | Thursday: 11:00-21:30 | Friday: 11:00-21:30 | Saturday: 11:00-21:30 | Sunday: 11:00-21:30,"Midland, TX",chinese,4.228670552317513,4.430816798843313,7.039140230314883
zUv7Hk7lwrZ8rUEMAcVr6g,Tokyo 1,4.8,56,,Sushi Bars,3211 W Wadley Ave,Midland,TX,79705.0,32.01939745257909,-102.12300935996508,https://www.yelp.com/biz/tokyo-1-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:30-21:00 | Tuesday: 11:30-21:00 | Wednesday: 11:30-21:00 | Thursday: 11:30-21:00 | Friday: 11:30-21:00 | Saturday: 11:30-21:00 | Sunday: Closed,"Odessa, TX",sushi,4.365976420615671,4.04305126783455,7.013756396021562
F1pmneFNqccpnflX0D2B8w,Volcano,3.9,229,$$,"Sushi Bars, Asian Fusion, Chinese",1401 N Loop 250 W,Midland,TX,79706.0,31.99427204870324,-102.1541151,https://www.yelp.com/biz/volcano-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-21:30 | Tuesday: 11:00-21:30 | Wednesday: 11:00-21:30 | Thursday: 11:00-21:30 | Friday: 11:00-22:00 | Saturday: 11:00-22:00 | Sunday: 11:00-21:00,"Odessa, TX",sushi,3.8245965827375255,5.438079308923196,6.94436551397202
jv4AnfKBATPDhCVvyOrAWg,Martinez Bakery,4.4,86,$,Bakeries,206 E Florida Ave,Midland,TX,79701.0,31.98892,-102.07218,https://www.yelp.com/biz/martinez-bakery-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: 06:00-21:30 | Wednesday: 06:00-21:30 | Thursday: 06:00-21:30 | Friday: 06:00-21:30 | Saturday: 06:00-21:30 | Sunday: 06:00-21:30,"Midland, TX",indian,4.150023969924054,4.465908118654584,6.930067830908297
ZK6SssHajk8-Bspo69-5Uw,Taqueria Guadalupana,4.5,74,$,Mexican,1255 S Grant Ave,Odessa,TX,79761.0,31.83383,-102.35875,https://www.yelp.com/biz/taqueria-guadalupana-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: 08:30-15:00 | Wednesday: 08:30-15:00 | Thursday: 08:30-15:00 | Friday: 08:30-15:00 | Saturday: 08:30-15:00 | Sunday: 08:30-15:00,"Odessa, TX",mexican,4.200601988764152,4.31748811353631,6.921009362192083
7vCOj2WcGdGQBNu_9oUv-w,Mamasita's Mexican Grill,4.1,137,$$,Mexican,4214 Maple Ave,Odessa,TX,79762.0,31.88563242620761,-102.33898997668672,https://www.yelp.com/biz/mamasitas-mexican-grill-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-21:00 | Tuesday: 11:00-21:00 | Wednesday: 11:00-21:00 | Thursday: 11:00-21:00 | Friday: 11:00-22:00 | Saturday: 11:00-20:00 | Sunday: Closed,"Odessa, TX",mexican,3.961015820149875,4.927253685157205,6.888555289669794
kC3XpzLZJTWjXn4rVTE58g,Browns BarBQ,4.9,45,$$,"Barbeque, Vegan, American",4200 W Illinois,Midland,TX,79703.0,31.98898401800041,-102.12980390731494,https://www.yelp.com/biz/browns-barbq-midland-6?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: 11:00-18:00 | Wednesday: 07:30-18:00 | Thursday: 07:30-18:00 | Friday: 07:30-18:00 | Saturday: 11:00-18:00 | Sunday: Closed,"Odessa, TX",vegan,4.3612478107324355,3.828641396489095,6.865895897010082
gOZMxpZSn_8MOkDqG2-eKw,Flair Taverna,4.2,108,,Italian,2701 John Ben Shepperd Pkwy,Odessa,TX,79761.0,31.879857,-102.330436,https://www.yelp.com/biz/flair-taverna-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-21:00 | Tuesday: 11:00-22:00 | Wednesday: 11:00-22:00 | Thursday: 11:00-22:00 | Friday: 11:00-22:00 | Saturday: 11:00-22:00 | Sunday: 11:00-21:00,"Odessa, TX",italian,4.0169617605163745,4.6913478822291435,6.843706517745466
XYZB5r70vPPFOs_t5Qqt5A,Rays Italian Bistro,3.7,320,$$,Italian,2300 W Wadley Ave,Midland,TX,79705.0,32.0238571166992,-102.108932495117,https://www.yelp.com/biz/rays-italian-bistro-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: 11:00-21:00 | Wednesday: 11:00-22:00 | Thursday: 11:00-22:00 | Friday: 11:00-22:00 | Saturday: 11:00-22:00 | Sunday: 11:00-21:00,"Midland, TX",italian,3.6530101291966406,5.771441123130016,6.8154800616250375
9CQwylOhxdvSxeUhMFZEVg,Benito’s Italian Cafe & Pizzeria,4.3,87,,"Italian, Pizza, Salad",2901 E Interstate 20,Odessa,TX,79766.0,31.8533891,-102.31971451481448,https://www.yelp.com/biz/benito-s-italian-cafe-and-pizzeria-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-22:00 | Tuesday: 11:00-22:00 | Wednesday: 11:00-22:00 | Thursday: 11:00-22:00 | Friday: 11:00-23:00 | Saturday: 11:00-23:00 | Sunday: 11:00-23:00,"Odessa, TX",italian,4.065523730224812,4.477336814478207,6.795931590345359
UVTAcj57cWaIknkiXHHPOg,MMC Half Acre,4.6,56,$$,"Barbeque, Chicken Wings, Sandwiches",1101 Washita Ct,Midland,TX,79705.0,32.06936991763164,-102.0871976438451,https://www.yelp.com/biz/mmc-half-acre-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: 11:00-20:00 | Wednesday: 11:00-20:00 | Thursday: 11:00-20:00 | Friday: 11:00-20:00 | Saturday: Closed | Sunday: Closed,"Midland, TX",bbq,4.20365758003596,4.04305126783455,6.7529980463119665
pstyjp5z_1z4v7avFbkCyg,Murray's Restaurant & Deli,4.0,141,$,Delis,3211 W Wadley Ave,Midland,TX,79705.0,32.01972699939041,-102.12374073071844,https://www.yelp.com/biz/murrays-restaurant-and-deli-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-20:00 | Tuesday: 11:00-20:00 | Wednesday: 11:00-20:00 | Thursday: 11:00-21:00 | Friday: 11:00-21:00 | Saturday: 11:00-15:00 | Sunday: Closed,"Midland, TX",indian,3.8730673572888397,4.955827057601261,6.752205158063476
s2Y-MckPnIS1aSnYzbjl4g,Szechuan House,4.3,83,,Szechuan,4501 W Wadley Ave,Midland,TX,79707.0,32.015043,-102.143342,https://www.yelp.com/biz/szechuan-house-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-21:30 | Tuesday: 11:00-21:30 | Wednesday: 11:00-21:30 | Thursday: 11:00-21:30 | Friday: 11:00-22:30 | Saturday: 11:00-22:30 | Sunday: 11:00-21:30,"Midland, TX",chinese,4.055753885650846,4.430816798843313,6.751299252928218
qQyi_SYie-1qtFg1K5ZSKg,Press Cafe,4.4,68,,"Coffee & Tea, Bakeries, Breakfast & Brunch",4400 Parks Legado Rd,Odessa,TX,79765.0,31.90809,-102.2929,https://www.yelp.com/biz/press-cafe-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 07:00-18:30 | Tuesday: 07:00-18:30 | Wednesday: 07:00-18:30 | Thursday: 07:00-18:30 | Friday: 07:00-18:30 | Saturday: 07:30-18:00 | Sunday: Closed,"Odessa, TX",coffee,4.094473741018287,4.23410650459726,6.694939425980518
_be_woZvPnpNyJuC4pBOxw,Cpl Ray's Coffee,4.2,91,$,"Cafes, Coffee & Tea",3111 Faudree Rd,Odessa,TX,79765.0,31.90186716966738,-102.2832529011834,https://www.yelp.com/biz/cpl-rays-coffee-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 06:00-22:00 | Tuesday: 06:00-22:00 | Wednesday: 06:00-22:00 | Thursday: 06:00-22:00 | Friday: 06:00-22:00 | Saturday: 06:00-22:00 | Sunday: 08:00-22:00,"Odessa, TX",coffee,3.9870420482930893,4.5217885770490405,6.6913262268209746
MALuY9M3zSGpBFnSUZojEA,Cork & Pig Tavern,3.9,160,,"New American, Wine Bars, Cocktail Bars",200 Spring Park Dr,Midland,TX,79705.0,32.032647,-102.081784,https://www.yelp.com/biz/cork-and-pig-tavern-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-22:00 | Tuesday: 11:00-22:00 | Wednesday: 11:00-22:00 | Thursday: 11:00-22:00 | Friday: 11:00-23:00 | Saturday: 10:00-23:00 | Sunday: 10:00-21:00,"Midland, TX",indian,3.7945223874131866,5.081404364984463,6.686747780778082
yWRyavmHgd0p-ucZuDjNeg,Papa Tacho's,4.6,52,$$,"Mexican, Breakfast & Brunch",809 S Big Spring St,Midland,TX,79701.0,31.9893398284912,-102.077461242676,https://www.yelp.com/biz/papa-tachos-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 06:00-13:00 | Tuesday: 06:00-13:00 | Wednesday: 06:00-13:00 | Thursday: 06:00-13:00 | Friday: 06:00-13:00 | Saturday: 07:00-13:00 | Sunday: Closed,"Midland, TX",mexican,4.179267277268942,3.970291913552122,6.668203938596023
2mgJKrq4it7pYiOlW8tXsA,True Texas BBQ,3.8,194,$$,Barbeque,5407 Andrews Hwy,Midland,TX,79706.0,31.995948,-102.155532,https://www.yelp.com/biz/true-texas-bbq-midland-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-21:00 | Tuesday: 11:00-21:00 | Wednesday: 11:00-21:00 | Thursday: 11:00-21:00 | Friday: 11:00-21:00 | Saturday: 11:00-21:00 | Sunday: 11:00-21:00,"Midland, TX",bbq,3.7181274059057063,5.272999558563747,6.65898003140939
ODZiEiF1b7SuKeT0m2kmtQ,Cafe Unique,4.0,125,$$,Venezuelan,3408 N Midkiff,Midland,TX,79705.0,32.0232135,-102.1254214,https://www.yelp.com/biz/cafe-unique-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 10:00-15:00 | Tuesday: 10:00-15:00 | Wednesday: 10:00-15:00 | Thursday: 10:00-15:00 | Friday: 10:00-20:00 | Saturday: 10:00-20:00 | Sunday: Closed,"Midland, TX",indian,3.858350529148415,4.836281906951478,6.657361157367986
GdKY6k0xfAEF551vj_n-dA,Fun Noodle Bar,4.0,123,$$,"Ramen, Asian Fusion, Chinese",2738 N Grandview Ave,Odessa,TX,79762.0,31.8772269,-102.3464323,https://www.yelp.com/biz/fun-noodle-bar-odessa?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: 11:00-21:30 | Tuesday: 11:00-21:30 | Wednesday: 11:00-21:30 | Thursday: 11:00-21:30 | Friday: 11:00-22:00 | Saturday: 11:00-22:00 | Sunday: 11:00-21:00,"Odessa, TX",chinese,3.856267448694715,4.820281565605037,6.644511682942601
td2YFORvgEj6ZKqlVqC_cQ,Juji's Kitchen,4.3,73,,"Burgers, Sandwiches, Breakfast & Brunch",6 Desta Dr,Midland,TX,79705.0,32.030416,-102.0855755,https://www.yelp.com/biz/jujis-kitchen-midland?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,"Monday: 07:00-14:00 | Tuesday: 07:00-14:00 | Wednesday: 07:00-14:00, 17:30-20:00 | Thursday: 07:00-14:00, 17:30-20:00 | Friday: 07:00-14:00, 17:30-20:00 | Saturday: 09:00-14:00 | Sunday: Closed","Midland, TX",burgers,4.027353174680014,4.304065093204169,6.6274517072518
s2u1UnCfou-T6YfmkkObdQ,Pho House,4.1,100,$$,"Vietnamese, Noodles, Bubble Tea",1541 John Ben Shepperd Pkwy,Odessa,TX,79761.0,31.8767502515812,-102.329451856024,https://www.yelp.com/biz/pho-house-odessa-2?adjust_creative=hnFUw3NBo1Aiff5RjJN46g&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=hnFUw3NBo1Aiff5RjJN46g,Monday: Closed | Tuesday: 11:00-20:40 | Wednesday: 11:00-20:40 | Thursday: 11:00-20:40 | Friday: 11:00-20:40 | Saturday: 11:00-20:40 | Sunday: 12:00-20:40,"Odessa, TX",indian,3.915507725862666,4.61512051684126,6.626088731784553
